Duty,Reports,Departs,Location,Route,From,To,Arrival,Departure,Notes
432,,,Takes up at 15:30 PSQE,nan,,,,,Duty 432 takes up at 15:30 psqe
432,,,PSQE,nan,Takes up at 15:30 PSQE,PSQE,,15:30:00,
432,,,Drimnagh Rd,122,PSQE,Drimnagh Rd,,16:35:00,
432,,,Ashington,122,Drimnagh Rd,Ashington,,18:15:00,
432,,,PSQE,nan,Ashington,PSQE,18:45:00,,
432,,,Takes Bus 5 (Route 122) at 19:45 PSQE,nan,,,,,Takes Bus 10 (Route 9) at 15:15 psqe
433,,,Takes up at 15:30 PSQW,nan,,,,,Duty 433 takes up at 15:30 psqw
433,,,PSQW,nan,Takes up at 15:30 PSQW,PSQW,,15:30:00,
433,,,Charlestown,9,PSQW,Charlestown,,16:15:00,
433,,,Limekiln,9,Charlestown,Limekiln,,18:00:00,
433,,,Charlestown,9,Limekiln,Charlestown,,19:40:00,
433,,,PSQE,nan,Charlestown,PSQE,20:15:00,,
433,,,Takes Bus 4 (Route 122) at 21:15 PSQE,nan,PSQE,Takes Bus 4 (Route 122) at 21:15 PSQE,,,Duty 433 Finished Duty
433,,,Takes up at 21:15 PSQE,nan,,,,,Duty 433 takes up at 21:15 duty
433,,,PSQE,nan,Takes up at 21:15 PSQE,PSQE,,21:15:00,
433,,,Drimnagh Rd,122,PSQE,Drimnagh Rd,,22:00:00,
434,,,Takes up at 20:15 PSQE,nan,,,,,Duty 434 takes up at 20:15 psqe
434,,,PSQE,nan,Takes up at 20:15 PSQE,PSQE,,20:15:00,
434,,,Limekiln,9,PSQE,Limekiln,,21:15:00,
434,,,Charlestown,9,Limekiln,Charlestown,,23:00:00,
434,,,OCS,nan,Charlestown,OCS,,23:30:00,
434,,,Limekiln,SPL,OCS,Limekiln,,,
434,,,Phibsboro Garage,nan,Limekiln,Phibsboro Garage,,,
434,,,,nan,,,,,Duty 434 Finished Duty
434,,,BUS 3,nan,Phibsboro Garage,BUS 3,,,
434,,,Takes up at 15:30 PSQE,nan,,,,,Duty 434 takes up at 15:30 psqe
434,,,PSQE,nan,Takes up at 15:30 PSQE,PSQE,,15:30:00,
434,,,Limekiln,9,PSQE,Limekiln,,16:30:00,
434,,,Charlestown,9,Limekiln,Charlestown,,18:20:00,
434,,,PSQE,nan,Charlestown,PSQE,19:00:00,,
434,,,Takes Bus 2 (Route 9) at 20:15 PSQE,nan,PSQE,Takes Bus 2 (Route 9) at 20:15 PSQE,,,Takes Bus 2 (Route 9) at 20:15 psqe
435,,,Takes up at 19:55 PSQW,nan,,,,,Duty 435 takes up at 19:55 psqw
435,,,PSQW,nan,Takes up at 19:55 PSQW,PSQW,,19:55:00,
435,,,Charlestown,9,PSQW,Charlestown,,20:40:00,
435,,,Limekiln,9,Charlestown,Limekiln,,22:15:00,
435,,,Takes up at 15:40 PSQW,nan,,,,,Duty 435 takes up at 15:40 psqw
435,,,PSQW,nan,Takes up at 15:40 PSQW,PSQW,,15:40:00,
435,,,Ashington,122,PSQW,Ashington,,16:15:00,
435,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,17:55:00,
435,,,PSQW,nan,Drimnagh Rd,PSQW,18:50:00,,
435,,,Takes Bus 6 (Route 9) at 19:55 PSQW,nan,PSQW,Takes Bus 6 (Route 9) at 19:55 PSQW,,,Takes Bus 6 (Route 9) at 19:55 psqw
436,,,Takes up at 21:35 PSQE,nan,,,,,Duty 436 takes up at 21:35 psqe
436,,,PSQE,nan,Takes up at 21:35 PSQE,PSQE,,21:35:00,
436,,,Limekiln,9,PSQE,Limekiln,,22:45:00,
436,,,OCS,nan,Limekiln,OCS,,23:30:00,
436,,,Charlestown,SPL,OCS,Charlestown,,,
436,,,Phibsboro Garage,nan,Charlestown,Phibsboro Garage,,,
436,,,Takes up at 15:55 PSQW,nan,,,,,Duty 436 takes up at 15:55 psqw
436,,,PSQW,nan,Takes up at 15:55 PSQW,PSQW,,15:55:00,
436,,,Ashington,122,PSQW,Ashington,,16:35:00,
436,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,18:15:00,
436,,,Ashington,122,Drimnagh Rd,Ashington,,19:45:00,
436,,,PSQE,nan,Ashington,PSQE,20:15:00,,
436,,,Takes Bus 15 (Route 9) at 21:35 PSQE,nan,PSQE,Takes Bus 15 (Route 9) at 21:35 PSQE,,,Takes Bus 15 (Route 9) at 21:35 psqe
436,,,Takes up at 20:15 PSQE,nan,Takes Bus 15 (Route 9) at 21:35 PSQE,Takes up at 20:15 PSQE,,,Duty 436 Finished Duty
437,,,Takes up at 16:00 PSQW,nan,,,,,
437,,,PSQW,nan,Takes up at 16:00 PSQW,PSQW,,16:00:00,
437,,,Charlestown,9,PSQW,Charlestown,,16:45:00,
437,,,Limekiln,9,Charlestown,Limekiln,,18:30:00,
437,,,Charlestown,SPL,Limekiln,Charlestown,20:10:00,,
437,,,Phibsboro Garage,nan,Charlestown,Phibsboro Garage,20:35:00,,
437,,,Takes Bus 8 (Route 122) at 21:47 Garage,nan,,,,,Takes Bus 8 (Route 122) at 21:47 garage
437,,,Phibsboro,ROUTE 9,Takes Bus 8 (Route 122) at 21:47 Garage,Phibsboro,,,
437,21:47,,Reports at 21:47,nan,,,,,Takes Bus 15 (Route 9) at 16:45 psqw
437,,21:50:00,Departs garage,nan,Reports at 21:47,Departs garage,,21:50:00,
437,,,Ashington,122,Departs garage,Ashington,,22:15:00,
437,,,Drimnagh Rd (to City Centre),122,Ashington,Drimnagh Rd (to City Centre),,,
437,,,PSQW,nan,Drimnagh Rd (to City Centre),PSQW,00:15:00,,
437,,,Phibsboro Garage,nan,PSQW,Phibsboro Garage,00:25:00,,
437,,,,nan,,,,,Duty 437 Finished Duty
437,,,BUS 9,nan,Phibsboro Garage,BUS 9,,,
438,,,Takes up at 16:10 PSQE,nan,,,,,
438,,,PSQE,nan,Takes up at 16:10 PSQE,PSQE,,16:10:00,
438,,,Limekiln,9,PSQE,Limekiln,,17:15:00,
438,,,PSQW,nan,Limekiln,PSQW,18:10:00,,
438,,,Takes Bus 3 (Route 122) at 19:25 PSQE,nan,,,,,Takes Bus 3 (Route 122) at 19:25 psqe
438,,,Takes up at 19:25 PSQE,nan,,,,,Duty 438 takes up at 19:25 psqe
438,,,PSQE,nan,Takes up at 19:25 PSQE,PSQE,,19:25:00,
438,,,Drimnagh Rd,122,PSQE,Drimnagh Rd,,20:30:00,
438,,,Ashington,122,Drimnagh Rd,Ashington,,21:45:00,
438,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,23:00:00,
438,,,OCS,nan,Drimnagh Rd,OCS,,23:30:00,
438,,,Ashington,SPL,OCS,Ashington,,,Duty 438 Finished Duty
438,,,Phibsboro Garage,nan,Ashington,Phibsboro Garage,,,
438,,,,nan,,,,,Duty 438 Finished Duty
438,,,BUS 4,nan,Phibsboro Garage,BUS 4,,,
439,,,Takes up at 16:15 PSQW,nan,,,,,Duty 439 takes up at 16:15 psqw
439,,,PSQW,nan,Takes up at 16:15 PSQW,PSQW,,16:15:00,
439,,,Ashington,122,PSQW,Ashington,,16:55:00,
439,,,Drimnagh Rd,SPL,Ashington,Drimnagh Rd,18:20:00,,
439,,,Phibsboro Garage,nan,Drimnagh Rd,Phibsboro Garage,18:55:00,,
439,,,Takes Bus 7 (Route 122) at 20:15 PSQE,nan,Phibsboro Garage,Takes Bus 7 (Route 122) at 20:15 PSQE,,,Takes Bus 7 (Route 122) at 20:15 psqe
440,,,Takes up at 20:55 PSQE,nan,,,,,Duty 440 takes up at 20:55 psqe
440,,,PSQE,nan,Takes up at 20:55 PSQE,PSQE,,20:55:00,
440,,,Limekiln,9,PSQE,Limekiln,,21:45:00,
440,,,Charlestown (to City Centre),9,Limekiln,Charlestown (to City Centre),,,
440,,,PSQE,SPL,Charlestown (to City Centre),PSQE,,,
440,,,Phibsboro Garage,nan,PSQE,Phibsboro Garage,,,Duty 440 Finished Duty
440,,,BUS 5,nan,Phibsboro Garage,BUS 5,,,
440,,,Takes up at 16:30 PSQW,nan,,,,,Duty 440 takes up at 16:30 psqw
440,,,PSQW,nan,Takes up at 16:30 PSQW,PSQW,,16:30:00,
440,,,Charlestown,9,PSQW,Charlestown,,17:15:00,
440,,,Limekiln,9,Charlestown,Limekiln,,19:00:00,
440,,,PSQW,nan,Limekiln,PSQW,19:55:00,,
440,,,Takes Bus 4 (Route 9) at 20:55 PSQE,nan,,,,,Takes Bus 2 (Route 9) at 10:15 psqe
451,,,Takes up at 16:25 PSQE,nan,,,,,Duty 451 takes up at 16:25 psqe
451,,,Takes up at 8:55 PSQW,nan,,,,,Takes Bus 9 (Route 122) at 8:55 psqw
451,,,PSQW,nan,Takes up at 8:55 PSQW,PSQW,,08:55:00,
451,,,Charlestown,9,PSQW,Charlestown,,10:00:00,
451,,,Limekiln,9,Charlestown,Limekiln,,11:45:00,
451,,,PSQW,nan,Limekiln,PSQW,12:45:00,,
451,,,Takes Bus 3 (Route 9) at 16:25 PSQE,nan,,,,,Takes Bus 3 (Route 9) at 16:25 psqe
451,,,,nan,,,,,Duty 451 Finished Duty
451,,,,nan,,,,,Duty 451 Finished Duty
451,,,Phibsboro,ROUTE 9,Takes Bus 3 (Route 9) at 16:25 PSQE,Phibsboro,,,
452,,,Takes up at 09:15 PSQW,nan,,,,,
452,,,PSQW,nan,Takes up at 09:15 PSQW,PSQW,,09:15:00,
452,,,Charlestown,9,PSQW,Charlestown,,10:15:00,
452,,,Limekiln,9,Charlestown,Limekiln,,12:00:00,
452,,,PSQW,nan,Limekiln,PSQW,13:00:00,,
452,,,Takes Bus 11 (Route 9) at 14:05 PSQW,nan,,,,,Takes Bus 11 (Route 9) at 14:05 psqw
452,,,Takes up at 14:05 PSQW,nan,,,,,
452,,,PSQW,nan,Takes up at 14:05 PSQW,PSQW,,14:05:00,
452,,,Charlestown,9,PSQW,Charlestown,,15:00:00,
452,,,Limekiln,9,Charlestown,Limekiln,,16:45:00,
452,,,Charlestown,SPL,Limekiln,Charlestown,18:25:00,,
452,,,Phibsboro Garage,nan,Charlestown,Phibsboro Garage,18:55:00,,
452,,,,nan,,,,,Duty 452 Finished Duty
452,,,Phibsboro,ROUTE 9,Phibsboro Garage,Phibsboro,,,
453,,,Takes up at 09:15 PSQE,nan,,,,,
453,,,PSQE,nan,Takes up at 09:15 PSQE,PSQE,,09:15:00,
453,,,Limekiln,9,PSQE,Limekiln,,10:10:00,
453,,,Charlestown,9,Limekiln,Charlestown,,12:00:00,
453,,,PSQE,nan,Charlestown,PSQE,12:40:00,,Duty 453 Finished Duty
453,,,Takes Bus 8 (Route 9) at 15:00 PSQE,nan,,,,,Takes Bus 8 (Route 9) at 15:00 psqe
453,,,Phibsboro,ROUTE 9,Takes Bus 8 (Route 9) at 15:00 PSQE,Phibsboro,,,
453,,,Takes up at 15:00 PSQE,nan,,,,,Duty 453 takes up at 15:00 psqe
453,,,PSQE,nan,Takes up at 15:00 PSQE,PSQE,,15:00:00,
453,,,Limekiln,9,PSQE,Limekiln,,16:00:00,
453,,,Charlestown,9,Limekiln,Charlestown,,17:45:00,
453,,,Limekiln,SPL,Charlestown,Limekiln,19:25:00,,
453,,,Phibsboro Garage,nan,Limekiln,Phibsboro Garage,19:55:00,,
454,,,Takes up at 09:35 PSQE,nan,,,,,
454,,,PSQE,nan,Takes up at 09:35 PSQE,PSQE,,09:35:00,
454,,,Limekiln,9,PSQE,Limekiln,,10:30:00,
454,,,Charlestown,9,Limekiln,Charlestown,,12:15:00,
454,,,PSQE,nan,Charlestown,PSQE,12:55:00,,
454,,,Takes Bus 1 (Route 122) at 14:35 PSQW,nan,,,,,Duty 454 Finished Duty
454,,,Takes up at 14:35 PSQW,nan,,,,,Duty 454 takes up at 14:35 psqw
454,,,PSQW,nan,Takes up at 14:35 PSQW,PSQW,,14:35:00,
454,,,Ashington,122,PSQW,Ashington,,15:15:00,
454,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,16:55:00,
454,,,Ashington,122,Drimnagh Rd,Ashington,,18:35:00,
454,,,PSQE,nan,Ashington,PSQE,19:05:00,,
455,,,Takes up at 18:10 PSQW,nan,,,,,
455,,,PSQW,nan,Takes up at 18:10 PSQW,PSQW,,18:10:00,
455,,,Charlestown,9,PSQW,Charlestown,,19:00:00,
455,,,PSQE,nan,Charlestown,PSQE,19:40:00,,
455,,,,nan,,,,,Duty 455 Finished Duty
455,,,Phibsboro,ROUTE 9,PSQE,Phibsboro,,,
455,,,Takes up at 09:45 PSQE,nan,,,,,
455,,,PSQE,nan,Takes up at 09:45 PSQE,PSQE,,09:45:00,
455,,,Drimnagh Rd,122,PSQE,Drimnagh Rd,,10:45:00,
455,,,Ashington,122,Drimnagh Rd,Ashington,,12:15:00,
455,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,13:45:00,
455,,,PSQW,nan,Drimnagh Rd,PSQW,14:35:00,,
455,,,Takes Bus 13 (Route 9) at 18:10 PSQW,nan,,,,,Takes Bus 13 (Route 9) at 18:10 psqw
455,,,,nan,,,,,Duty 455 Finished Duty
455,,,Phibsboro,ROUTE 122,Takes Bus 13 (Route 9) at 18:10 PSQW,Phibsboro,,,
456,,,Takes up at 14:55 PSQW,nan,,,,,Duty 456 takes up at 14:55 psqw
456,,,PSQW,nan,Takes up at 14:55 PSQW,PSQW,,14:55:00,
456,,,Ashington,122,PSQW,Ashington,,15:35:00,
456,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,17:15:00,
456,,,Ashington,122,Drimnagh Rd,Ashington,,18:55:00,
456,,,PSQE,nan,Ashington,PSQE,19:25:00,,
456,,,Reports at 9:42,nan,,,,,
456,,09:50:00,Departs garage,SPL,Reports at 9:42,Departs garage,,09:50:00,
456,,,Ashington,122,Departs garage,Ashington,,10:15:00,
456,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,11:45:00,
456,,,Ashington,122,Drimnagh Rd,Ashington,,13:15:00,Takes Bus 6 (Route 9) at 19:55 psqw
456,,,PSQE,nan,Ashington,PSQE,13:50:00,,
456,,,Takes Bus 3 (Route 122) at 14:55 PSQW,nan,,,,,Takes Bus 3 (Route 122) at 14:55 psqw
457,,,Takes up at 15:15 PSQE,nan,,,,,Duty 457 takes up at 15:15 psqe
457,,,PSQE,nan,Takes up at 15:15 PSQE,PSQE,,15:15:00,
457,,,Limekiln,9,PSQE,Limekiln,,16:15:00,
457,,,Charlestown,9,Limekiln,Charlestown,,18:00:00,
457,,,PSQE,nan,Charlestown,PSQE,18:40:00,,
457,,,,nan,,,,,Duty 457 Finished Duty
457,,,Takes up at 18:40 PSQE,nan,PSQE,Takes up at 18:40 PSQE,,,Duty 457 Finished Duty
457,,,Reports at 9:47,nan,,,,,
457,,09:55:00,Departs garage,SPL,Reports at 9:47,Departs garage,,09:55:00,
457,,,Drimnagh Rd,122,Departs garage,Drimnagh Rd,,10:25:00,
457,,,Ashington,122,Drimnagh Rd,Ashington,,11:55:00,
457,,,PSQE,nan,Ashington,PSQE,12:35:00,,
457,,,Takes Bus 10 (Route 9) at 15:15 PSQE,nan,,,,,Takes Bus 10 (Route 9) at 15:15 psqe
458,10:47,,Reports at 10:47,nan,,,,,Duty 458 reports at 10:47
458,,10:55:00,Departs garage,SPL,Reports at 10:47,Departs garage,,10:55:00,
458,,,Limekiln,9,Departs garage,Limekiln,,11:30:00,
458,,,Charlestown,9,Limekiln,Charlestown,,13:15:00,
458,,,Limekiln,9,Charlestown,Limekiln,,15:00:00,
458,,,PSQW,nan,Limekiln,PSQW,16:00:00,,
458,,,Takes Bus 8 (Route 122) at 18:50 PSQW,nan,,,,,Takes Bus 8 (Route 122) at 18:50 psqw
458,,,Takes up at 18:50 PSQW,nan,,,,,Duty 458 takes up at 18:50 psqw
458,,,PSQW,nan,Takes up at 18:50 PSQW,PSQW,,18:50:00,
